"uniprot_ac",entrez_id,uniprot_ac_reviewed
"Q5SSL4",109934,1
"Q9QYL7",30946,1
"Q99LJ2",80283,1
"Q7TQI7",99382,1
"Q5SWU9",107476,1
"E9Q4Z2",100705,1
"Q9D7B6",66948,1
"Q8JZN5",229211,1
"P51174",11363,1
"P45952",11364,1
"Q07417",11409,1
"P50544",11370,1
"Q8K2H4",216859,1
"Q6ZQK5",78618,1
"Q99J27",11416,1
"Q5XG73",74159,1
"Q9D061",72482,1
"Q9D258",78245,1
"Q99PU5",94180,1
"Q2XU92",328845,1
"P31786",13167,1
"Q8K370",71985,1
"Q80XL6",102632,1
"Q9DBL1",66885,1
"Q5EE38",497652,1
"Q8R0I0",70008,1
"Q8R4X1",171168,1
"Q8VD53",230379,1
"Q9D099",66190,1
"P21836",11423,1
"P09470",11421,1
"Q91X60",110902,1
"Q8R4G9",110834,1
"O70174",11438,1
"Q2MKA5",110835,1
"Q9R0W9",11440,1
"P49582",11441,1
"P04756",11435,1
"Q9ERK7",11444,1
"Q8BMN3",108043,1
"Q8R493",108015,1
"P09690",11443,1
"P02716",11447,1
"P20782",11448,1
"Q9JIX8",56215,1
"O54967",51789,1
"Q9QUI6",13349,1
"O08707",59289,1
"P56485",12778,1
"Q924I3",252837,1
"A2AKE7",70362,1
"Q9Z2N8",56456,1
"Q99MR0",83766,1
"Q9QY84",11470,1
"Q9QY83",11471,1
"Q91V92",104112,1
"P12657",12669,1
"Q9ERZ4",243764,1
"Q9ERZ3",12671,1
"P32211",12672,1
"Q920H4",213788,1
"Q8R519",266645,1
"A2AKK5",230161,1
"Q8BGG9",209186,1
"Q32MW3",64833,1
"Q8VHQ9",329910,1
"Q9DBK0",74156,1
"Q9CQR4",66834,1
"Q9CQJ0",66198,1
"P28271",11428,1
"P13516",20249,1
"P13011",20250,1
"Q99KI0",11429,1
"O55137",26897,1
"Q9QYR9",171210,1
"Q9QYR7",171281,1
"Q8BWN8",171282,1
"Q6Q2Z6",217698,1
"Q32Q92",217700,1
"P58137",170789,1
"Q9R0X4",56360,1
"Q9R0H0",11430,1
"Q9QXD1",93732,1
"Q9EPL9",80911,1
"Q9DBS4",74121,1
"Q9CR21",70316,1
"Q3V140",54137,1
"P23578",11434,1
"Q99NB1",68738,1
"Q9QXG4",60525,1
"Q8VCW8",264895,1
"Q3URE1",257633,1
"Q80WC9",231326,1
"P41216",14081,1
"Q9CZW4",74205,1
"Q9QUJ7",50790,1
"Q8JZR0",433256,1
"Q91WC3",216739,1
"Q91VA0",117147,1
"Q8K0L3",233799,1
"Q3UNX5",20216,1
"Q80W40",233801,1
"Q8BGA8",272428,1
"Q14DH7",380660,1
"P62737",11475,1
"Q8BFZ3",238880,1
"P60710",11461,1
"P68033",11464,1
"P63260",11465,1
"Q64326",17200,1
"P63268",11468,1
"Q8CG27",69481,1
"Q7TPR4",109711,1
"Q9JI91",11472,1
"O88990",11474,1
"P57780",60595,1
"P68134",11459,1
"Q9D9J3",73360,1
"Q9D9L5",73353,1
"Q8BXF8",76652,1
"Q8R5C5",226977,1
"P61164",54130,1
"Q61271",11479,1
"Q8K348",269275,1
"Q61288",11482,1
"P37172",11477,1
"Q99JW2",109652,1
"Q8R3P0",11484,1
"Q91XE4",71670,1
"P56376",66204,1
"P56375",75572,1
"Q9R158",13525,1
"O35598",11487,1
"Q9R1V4",11488,1
"Q61824",11489,1
"O88839",11490,1
"Q9Z0F8",11491,1
"Q9R157",13524,1
"O35674",11492,1
"P97718",11549,1
"Q9JI76",56622,1
"Q9R1V6",11496,1
"Q9R1V7",23792,1
"Q9R160",13526,1
"Q9R159",23793,1
"Q9JLN6",13522,1
"Q01337",11553,1
"Q8K410",353188,1
"Q923W9",110751,1
"Q5SUE7",21744,1
"Q9D5P4",75773,1
"Q80SY6",75894,1
"Q60718",11495,1
"Q3TTE0",11499,1
"O35227",11500,1
"Q05910",11501,1
"Q61072",11502,1
"Q8R2V5",216991,1
"Q8C0I1",228061,1
"Q9JHI2",30947,1
"Q6P6J0",66757,1
"Q6PAT0",100113398,1
"P03958",11486,1
"Q9D0L4",72113,1
"Q6NSR3",57869,1
"Q60936",67426,1
"Q566J8",76889,1
"Q80V03",268822,1
"A2A7Z8",230883,1
"Q8BM81",381572,1
"O88444",432530,1
"Q8VHH7",104111,1
"Q91WF3",104110,1
"P84309",224129,1
"Q01341",11512,1
"P51829",11513,1
"P97490",11514,1
"P51830",11515,1
"Q8C0T9",271639,1
"Q9QYC0",11518,1
"Q9QYB8",11519,1
"Q9QYB5",27360,1
"Q9R0X2",58860,1
"P00329",11522,1
"Q9QYY9",26876,1
"Q64437",11529,1
"P28474",11532,1
"Q8R400",246747,1
"Q8R2Z0",67389,1
"Q60994",11450,1
"Q8VC66",99167,1
"P55264",11534,1
"Q60813",280668,1
"Q8R534",280667,1
"Q7TNK8",223780,1
"P97297",11535,1
"Q8CHC8",240442,1
"Q8VDL4",72141,1
"Q9CQF6",67618,1
"P54923",11544,1
"Q99KS6",66358,1
"Q91VH1",72674,1
"Q8BQS5",68465,1
"P34971",11554,1
"P18762",11555,1
"P25962",11556,1
"Q9JKV1",56436,1
"Q61578",14149,1
"Q60604",20259,1
"P48962",11739,1
"P51881",11740,1
"Q3V132",73333,1
"Q8C138",109254,1
"Q9CPW2",68165,1
"P46656",14148,1
"Q640N1",11568,1
"Q9Z248",11569,1
"Q6PDY2",211488,1
"Q9CZI9",68048,1
"A2AJA7",381352,1
"P63002",14797,1
"O54826",17354,1
"Q8BZI0",106877,1
"Q5DTU0",226250,1
"P97783",56772,1
"A2AM29",70122,1
"Q9QZQ1",17356,1
"O89020",280662,1
"Q80YS6",70292,1
"O55112",14266,1
"Q9ESC8",93736,1
"Q920A7",114896,1
"Q8JZQ2",69597,1
"Q80WT5",216549,1
"Q3UGP8",380959,1
"Q8BXK8",347722,1
"Q3UHD9",216439,1
"Q8K2K6",15463,1
"Q80WC7",231801,1
"Q7TN31",66549,1
"Q9ESW4",69923,1
"Q9CYR6",109785,1
"Q8CJG1",236511,1
"Q8CJG0",239528,1
"Q8CJF9",214150,1
"Q8CJF8",76850,1
"O88312",23795,1
"Q8R3W7",403205,1
"A2ASQ1",11603,1
"P56473",11604,1
"Q3UEG6",268782,1
"P35374",11609,1
"P29754",11607,1
"P29755",11608,1
"Q6PAL7",230793,1
"Q8K3E5",52906,1
"Q3U1U7",11624,1
"P30561",11622,1
"Q8BK64",217737,1
"Q8N9S3",268390,1
"Q9CY02",170812,1
"Q9WVE0",11628,1
"Q8C4Q6",108909,1
"Q9EQX4",108897,1
"O70200",11629,1
"Q9Z0X1",26926,1
"Q8BUE4",71361,1
"Q3TY86",72168,1
"Q9D8B1",66253,1
"Q91VJ1",383619,1
"Q8R010",231872,1
"P46660",226180,1
"Q924K1",114230,1
"O08915",11632,1
"Q9Z0E3",11634,1
"A2ALI5",230959,1
"Q91XC0",16475,1
"A2A3V1",338351,1
"Q9JII6",58810,1
"Q8VC28",27384,1
"Q91WR5",77337,1
"Q8VCX1",208665,1
"O88845",56697,1
"Q9WTQ5",83397,1
"O55074",432442,1
"Q7TN79",432442,1
"O08715",11640,1
"O54931",11641,1
"O88987",11642,1
"Q60662",11643,1
"D3YVF0",238276,1
"Q9DBR0",56399,1
"Q70FJ1",100986,1
"Q8K023",105349,1
"Q9DCT1",56043,1
"Q14DN9",271144,1
"Q6ZPS6",70797,1
"Q9JJR5",57373,1
"Q9DCJ7",66077,1
"Q99LF1",68050,1
"B1AXD8",433693,1
"Q80VW7",100182,1
"P31750",11651,1
"Q60823",11652,1
"Q9WUA6",23797,1
"Q64362",14339,1
"Q9D1F4",67605,1
"Q8BIX3",212772,1
"P24549",11668,1
"Q62148",19378,1
"Q9JHW9",56847,1
"O35945",26358,1
"Q9CZS1",72535,1
"Q8R0Y6",107747,1
"Q8K009",216188,1
"Q60I26",235633,1
"Q8BVM7",108812,1
"P47739",11670,1
"P47740",11671,1
"Q80VQ0",67689,1
"Q8CHT0",212647,1
"P30355",11690,1
"Q9DBF1",110695,1
"Q8BH00",237320,1
"Q9JLJ2",56752,1
"Q8QZR5",76282,1
"Q8BGT5",108682,1
"P07724",11657,1
"P21300",11997,1
"P45377",14187,1
"P47738",11669,1
"P05064",11674,1
"Q91Y97",230163,1
"P05063",11676,1
"P45376",11677,1
"Q6R0H6",14683,1
"Q3TZM9",207958,1
"Q8VDB2",223774,1
"Q9D8C3",67574,1
"Q9D081",66789,1
"Q921Q3",208211,1
"Q9DBE8",56737,1
"Q8K2A8",208624,1
"Q9DB25",66248,1
"Q3TAE8",320438,1
"Q6P8H8",381903,1
"Q8VDI9",102580,1
"P0CB42",211064,1
"Q6P6J4",231642,1
"Q8K1E6",69113,1
"Q9D8F1",72041,1
"Q3TSG4",268420,1
"Q8K2U2",233065,1
"Q9D6Z0",66400,1
"Q80Y20",67667,1
"Q8BS35",319660,1
"P97793",11682,1
"Q9JHX6",94041,1
"Q8K4E0",236266,1
"O35936",11688,1
"Q9CXB8",71481,1
"Q91ZB0",225638,1
"Q9JJW6",56009,1
"P56213",11692,1
"Q920R0",74018,1
"P70389",16005,1
"Q8C8B0",216285,1
"O70137",11694,1
"O35137",11695,1
"O09174",17117,1
"O55189",11698,1
"Q07456",11699,1
"P97467",18484,1
"P63277",11704,1
"Q7TS75",72345,1
"Q8CCJ4",72125,1
"Q6NS69",211383,1
"Q8JZZ6",225339,1
"Q9R049",23802,1
"Q80ZD8",229715,1
"Q80ZD9",105827,1
"Q8C2S7",320844,1
"Q8K592",110542,1
"Q9JHT5",56068,1
"Q99JB7",93835,1
"Q9D4H4",75723,1
"Q8K371",56332,1
"Q8VHG2",27494,1
"Q8VCT3",215615,1
"Q3V1D3",229665,1
"Q9DBT5",109674,1
"O08739",11717,1
"P16406",13809,1
"Q7TQF7",218038,1
"Q9CPY7",66988,1
"P97449",16790,1
"Q8BXQ6",72061,1
"A2AH22",228361,1
"P55302",16976,1
"Q9D3J8",71421,1
"P00687",11722,1
"P00688",100043684,1
"P00688",100043686,1
"P00688",100043688,1
"P00688",109959,1
"Q8BVF9",231842,1
"Q400C8",13929,1
"Q80UP5",68420,1
"Q5F259",268445,1
"Q3UX43",433667,1
"Q6PD24",68423,1
"O35381",11737,1
"Q9EST5",67628,1
"P97822",66471,1
"Q3U0L2",67434,1
"Q3UUF8",218440,1
"Q8BLB8",330998,1
"Q8BZQ7",99152,1
"Q9DAZ9",72008,1
"P19091",11835,1
"P40753",18158,1
"Q61839",18159,1
"Q810B6",11736,1
"P05125",230899,1
"Q64438",11731,1
"P97802",11730,1
"Q3TMQ6",219033,1
"Q8VCU0",68737,1
"Q8K1C0",52477,1
"P21570",11727,1
"Q640P2",72713,1
"Q9R045",26360,1
"Q9R182",30924,1
"Q9Z1P8",57875,1
"Q8R0Z6",70726,1
"Q8R1Q3",654812,1
"O08538",11600,1
"O35608",11601,1
"Q9WVH6",11602,1
"Q02357",11733,1
"Q8C8R3",109676,1
"G5E8K5",11735,1
"A2RT91",319695,1
"Q9D2J7",319196,1
"Q9JHZ2",11732,1
"Q8BZ25",244859,1
"Q6P1H6",71782,1
"Q9CR42",107765,1
"Q9WV06",56642,1
"Q69ZU8",140577,1
"Q9D504",75196,1
"Q8BH83",74251,1
"Q9CZK6",72615,1
"Q6GQX6",75691,1
"Q3UUE9",242037,1
"Q3TPE9",217473,1
"Q80UU1",52231,1
"Q8K298",68743,1
"Q9JIF0",15469,1
"Q922H1",71974,1
"Q8CIG8",27374,1
"Q6NZB1",99890,1
"Q922X9",214572,1
"Q6PAK3",381813,1
"Q3U3W5",102182,1
"Q8C0W1",241158,1
"Q8BH79",102566,1
"Q8BHY3",101772,1
"Q8CFW1",243634,1
"A2AHL1",228432,1
"Q8C5H1",320091,1
"Q75UR0",233246,1
"Q6P9J9",105722,1
"Q14AT5",404545,1
"Q6PB70",382014,1
"P86044",71345,1
"P18293",18160,1
"Q6VVW5",230103,1
"P70180",18162,1
"Q99LW0",102334,1
"A2AS55",320816,1
"Q99NH0",81702,1
"Q9D3J5",52024,1
"Q812A3",78321,1
"Q80VM7",70615,1
"Q3UMR0",245886,1
"Q505D1",105522,1
"Q8R3P9",105377,1
"Q8BXP5",208258,1
"Q569N2",654824,1
"Q9D2X0",109346,1
"Q5SUE8",71452,1
"Q3V096",73845,1
"B2RXR6",329154,1
"Q810N6",73844,1
"Q8BTZ5",68839,1
"Q8VE42",56503,1
"Q8BTI7",237615,1
"Q3V0J4",75305,1
"Q91WK7",223690,1
"Q8BLD6",77318,1
"Q9CQM6",66729,1
"A2ARS0",383787,1
"Q99PE2",68558,1
"P61110",16483,1
"P59672",224650,1
"Q8BIZ1",77531,1
"Q8K3X6",72074,1
"P32261",11905,1
"Q9CZ52",69538,1
"Q6DFX2",71914,1
"Q8BVM2",239029,1
"Q9QZ10",26359,1
"P97384",11744,1
"Q99JG3",69787,1
"P10107",16952,1
"P07356",12306,1
"O35639",11745,1
"P97429",11746,1
"P48036",11747,1
"P14824",11749,1
"Q07076",11750,1
"O35640",11752,1
"Q9JHQ0",71790,1
"O35298",27052,1
"Q812C9",237940,1
"O70423",11754,1
"Q64133",17161,1
"Q8BW75",109731,1
"O54754",11761,1
"Q5SGK3",213043,1
"G3X982",71724,1
"Q3TYQ9",71872,1
"Q61548",20616,1
"O35643",11764,1
"P22892",11765,1
"O88512",11766,1
"P35585",11767,1
"Q9WVP1",11768,1
"P61967",11769,1
"Q9DB50",108012,1
"Q7TN05",252903,1
"P17426",11771,1
"P17427",11772,1
"P34056",21418,1
"Q9DBG3",71770,1
"Q61313",21419,1
"Q61312",21420,1
"Q91ZK0",226896,1
"Q6VUP9",332937,1
"P84091",11773,1
"P62743",232910,1
"Q9Z1T1",11774,1
"Q9JME5",11775,1
"O54774",11776,1
"Q9JKC8",55946,1
"Q8R2R9",64933,1
"Q9DCR2",11777,1
"Q8BSZ2",11778,1
"Q3U3N6",78777,1
"P56380",66401,1
"Q9WV76",67489,1
"Q80V94",108011,1
"Q9JKC7",11781,1
"Q9WVL1",11782,1
"Q3TAP4",381201,1
"Q8BJ63",74385,1
"Q9D742",69596,1
"Q3U829",231855,1
"O88879",11783,1
"B2RUJ5",319924,1
"P98084",11784,1
"O88888",57267,1
"Q9QXJ1",11785,1
"Q9DBR4",11787,1
"Q8R1C9",225372,1
"Q9DAX9",66884,1
"Q8K2H6",68999,1
"Q9CPX9",66156,1
"Q8R034",69010,1
"P60007",75430,1
"Q9CPV2",52717,1
"P53995",17222,1
"Q91W96",52206,1
"Q8BTZ4",59008,1
"Q9WVM3",56317,1
"Q3U128",494504,1
"Q8R146",235606,1
"Q9R0R4",30878,1
"P28352",11792,1
"Q68G58",77622,1
"Q8BVF7",226548,1
"Q8C7N7",208117,1
"Q9DCZ9",68318,1
"O35841",11800,1
"Q9WV08",23796,1
"Q9D842",72103,1
"Q03157",11803,1
"Q06335",11804,1
"Q9D7N9",71881,1
"Q00623",11806,1
"P09813",11807,1
"P06728",11808,1
"Q8C7G5",66113,1
"Q8VBT6",171504,1
"E9Q414",238055,1
"P34928",11812,1
"Q05020",11813,1
"P33622",11814,1
"Q61268",11425,1
"P51910",11815,1
"P08226",11816,1
"Q91V80",103161,1
"Q01339",11818,1
"Q9Z1R3",55938,1
"Q9DCZ4",68316,1
"Q9CQW7",68020,1
"Q09PK2",67855,1
"Q9JM54",58801,1
"Q7TQC5",66408,1
"P08030",11821,1
"Q8BHH1",66333,1
"Q8CHJ2",208760,1
"Q02013",11826,1
"P56402",11827,1
"Q8R2N1",11828,1
"P55088",11829,1
"Q9WTY4",11830,1
"Q8C4A0",11831,1
"O54794",11832,1
"P56404",11833,1
"Q9JJJ3",64008,1
"Q8CFQ3",11834,1
"Q9D416",74448,1
"Q640N2",68146,1
"Q9D385",107566,1
"Q9JKW0",54208,1
"Q9JM93",65105,1
"Q8BH07",65103,1
"P04627",11836,1
"Q6PGD0",381629,1
"Q4LDD4",69710,1
"Q8R5G7",106952,1
"Q99MK8",110355,1
"Q3UYH7",320129,1
"Q9R0Q6",56443,1
"Q9WV32",11867,1
"Q505B7",67106,1
"Q9WV31",11838,1
"P31955",11839,1
"Q8CHG5",68497,1
"P84078",11840,1
"Q8BSL7",11841,1
"P61205",11842,1
"P61750",11843,1
"P84084",11844,1
"P62331",11845,1
"Q9EPJ9",228998,1
"Q99K28",77038,1
"Q9D8S3",66251,1
"Q8K221",76932,1
"Q8BXL7",76688,1
"P97433",110596,1
"Q8BW86",381112,1
"Q66JY6",230098,1
"A2AWP8",72754,1
"Q61176",11846,1
"O08691",11847,1
"Q3UL36",234023,1
"A1IGU4",328967,1
"Q80VK6",77669,1
"Q3UPH7",268739,1
"Q61210",16801,1
"Q60875",16800,1
"Q91X46",71704,1
"Q7TNR9",226970,1
"Q8K4I3",73341,1
"Q9ES28",54126,1
"Q9Z206",56349,1
"Q3UTH8",236915,1
"Q8C033",234094,1
"Q8R4H2",69632,1
"Q5FWH6",442801,1
"Q3U5C8",230972,1
"Q80U35",207212,1
"Q6P9R4",102098,1
"Q8BWA8",213649,1
"Q9CWR0",52666,1
"Q8BGK2",234072,1
"Q8CG72",100206,1
"Q8C142",100017,1
"A2BH40",93760,1
"Q9Z1K5",23806,1
"Q9Z1K6",23807,1
"Q62431",13496,1
"Q9Z1N7",56380,1
"A6PWV5",550619,1
"A2CG63",94246,1
"Q3U108",214855,1
"Q8BM75",71371,1
"Q99NG0",81000,1
"Q8CG76",110198,1
"Q9QXJ4",56795,1
"Q6P3A9",219144,1
"Q8BGR6",218639,1
"P61211",104303,1
"Q9D0J4",56327,1
"Q9WUL7",56350,1
"P61213",11861,1
"P61208",320982,1
"Q99PE9",80981,1
"Q80ZU0",75423,1
"Q9D4P0",75869,1
"Q6P068",217151,1
"O88848",56297,1
"Q8VEH3",68724,1
"Q9CQW2",67166,1
"Q91YI0",109900,1
"Q9D0L7",67211,1
"Q80X86",67645,1
"Q9D7A8",74252,1
"Q3URY6",213402,1
"A2AU72",70882,1
"B2RY50",74934,1
"Q5EBP3",233912,1
"Q8BNU0",76813,1
"Q3UJZ3",276905,1
"Q9DBR3",74125,1
"Q9D2I5",78795,1
"Q9CX83",78248,1
"Q6A058",67416,1
"Q8BHS6",71703,1
"Q3UZB0",494468,1
"Q8K3A6",278097,1
"Q61324",11864,1
"P53762",11863,1
"Q8C6B9",66538,1
"Q9QZB7",56444,1
"P56212",59046,1
"Q9DCB4",74100,1
"P61161",66713,1
"Q641P0",242894,1
"Q99JY9",74117,1
"Q9D898",74192,1
"Q9D864",67019,1
"Q8R2S9",56249,1
"Q9CVB6",76709,1
"Q9JM76",56378,1
"P59999",68089,1
"Q9CPW4",67771,1
"Q9D0A3",70420,1
"Q8BWG8",109689,1
"Q91YI4",216869,1
"Q9EQP6",170735,1
"Q99KN1",215705,1
"Q9D668",70807,1
"Q7TPQ9",105171,1
"Q497K5",76920,1
"P20443",20215,1
"P50428",11883,1
"P50429",11881,1
"Q3TYD4",74008,1
"Q32KI9",545260,1
"Q8BM89",271970,1
"Q9D2L1",77041,1
"Q9Z0L2",11876,1
"Q9D0U9",68865,1
"P98203",11877,1
"O35085",11878,1
"P50294",17960,1
"P50295",17961,1
"P50296",17962,1
"Q91WU5",57344,1
"Q9WV54",11886,1
"Q9JHE3",54447,1
"Q9QWY8",13196,1
"Q7SIG6",211914,1
"Q5U464",230837,1
"Q91ZT7",117590,1
"Q9CQ31",68854,1
"Q9D738",70392,1
"Q8VBX0",142688,1
"Q8C6Y6",142687,1
"Q8VHS6",78910,1
"Q8VHS5",217217,1
"Q8VHP9",66772,1
"Q8VHA6",208372,1
"Q9WV74",65247,1
"Q8K0L0",65256,1
"Q9WV72",65257,1
"Q9WV71",65255,1
"Q9D1A4",76294,1
"Q91ZU1",72323,1
"Q91ZU0",117589,1
"Q91ZT9",78541,1
"Q91ZT8",69299,1
"Q9D8Z1",69090,1
"Q91WR3",75452,1
"E9PZJ8",77987,1
"Q02067",17172,1
"O35885",17173,1
"Q9JJR7",56787,1
"Q9EPB4",66824,1
"Q9CQE6",66403,1
"Q9DAP7",66929,1
"Q8C0M9",66514,1
"P34927",11889,1
"P24721",11890,1
"Q99MY8",192195,1
"Q91X20",23808,1
"Q922M7",98404,1
"Q6NXK8",11419,1
"Q925H0",11418,1
"Q6X1Y6",171209,1
"Q7TNS7",241118,1
"Q9R0Y1",58170,1
"Q03288",50518,1
"P70158",57319,1
"P58242",100340,1
"D3KU66",107626,1
"Q04519",20597,1
"O54984",56495,1
"Q8BFS9",70396,1
"Q61024",27053,1
"Q8VBT9",68938,1
"Q9DCQ2",68352,1
"Q64191",11593,1
"Q2TA57",233879,1
"Q80VP9",72898,1
"Q8BSY0",65973,1
"Q8CJ27",12316,1
"Q99MQ4",66695,1
"Q62415",21981,1
"Q8CG79",209456,1
"P50289",11451,1
"P16460",11898,1
"Q8BIR2",66595,1
"Q6ZWX0",414077,1
"Q6HA09",215095,1
"Q61137",11899,1
"Q80Z10",56079,1
"Q8QZV7",71177,1
"P59598",228790,1
"Q8BZ32",75302,1
"Q8C4A5",211961,1
"Q8VD46",74068,1
"O54827",11982,1
"Q8K2X1",231287,1
"P98197",50770,1
"Q9QZW0",320940,1
"Q9Z1W8",192113,1
"Q9EPE9",170759,1
"Q9CTG6",74772,1
"Q5XF89",224088,1
"Q5XF90",224079,1
"Q3TYU2",268878,1
"Q8VDN2",11928,1
"Q6PIE5",98660,1
"Q6PIC6",232975,1
"Q9WV27",27222,1
"P14094",11931,1
"P14231",11932,1
"P97370",11933,1
"Q99ME6",67821,1
"Q8R429",11937,1
"O55143",11938,1
"Q64518",53313,1
"G5E829",67972,1
"Q9R0K7",11941,1
"Q80XR2",235574,1
"A7L9Z8",69047,1
"Q8BWU8",71760,1
"Q8R1K4",72947,1
"Q9CQQ7",11950,1
"P56383",67942,1
"Q9CR84",11951,1
"P56384",228033,1
"Q9D7K5",66349,1
"Q9CZ05",380753,1
"A2AWT3",217218,1
"P70704",11980,1
"P98200",50769,1
"Q148W0",54670,1
"P98199",54667,1
"Q6UQ17",67331,1
"A3FIN4",320571,1
"Q9D5T0",67979,1
"Q8CDM1",70472,1
"Q925I1",108888,1
"Q4QY64",237877,1
"Q8K341",73242,1
"Q8BHE3",16467,1
"Q9Z2A5",11907,1
"P81269",11908,1
"P16951",102641666,1
"P16951",11909,1
"Q60765",11910,1
"Q06507",11911,1
"O70191",107503,1
"F6VAN0",226641,1
"Q8R0S1",223922,1
"Q8R1P4",66795,1
"Q9CQY1",67526,1
"Q91YI1",51897,1
"Q6P4T0",329015,1
"Q80XK6",76559,1
"Q9CPX6",67841,1
"Q8C9S8",666468,1
"Q8BGE6",66615,1
"Q811C2",242557,1
"Q8BGV9",235040,1
"Q99J83",11793,1
"Q9D906",74244,1
"Q68FE2",245860,1
"Q6EBV9",213948,1
"Q9D8Z6",68118,1
"Q8BP56",212974,1
"O35143",11983,1
"Q8BLI0",77739,1
"Q7TSK7",77794,1
"Q80T21",229595,1
"Q8BH66",73991,1
"Q6PA06",56298,1
"Q91YH5",109168,1
"Q6P9S1",234776,1
"Q62388",11920,1
"O35126",13498,1
"Q04646",11936,1
"P48985",11921,1
"Q9Z2E5",53404,1
"Q99NA2",71093,1
"O08997",11927,1
"Q9CWQ3",68876,1
"P50992",11945,1
"P56382",67126,1
"Q9DCX2",71679,1
"Q06185",11958,1
"P97450",11957,1
"Q9CPQ8",27425,1
"Q9CRA7",68055,1
"P00848",17705,1
"Q64430",11977,1
"Q64446",11979,1
